-DOCSTART- -X- O
Alhnd OT B-O 
qmrA OT B-O 
< OT B-O 
STnAEyA OT B-O 
< OT B-O 
lY OT B-O 
Almryx OT B-O 
? OT B-O 
India OT B-O 
will OT B-O 
send OT B-O 
a LF B-LF 
satellite OT B-O 
to OT B-O 
Mars OT B-O 
[ OT B-O 
in LF I-LF 
2013 OT B-O 
] OT B-O 
? OT B-O 
. OT B-O 
In OT B-O 
every OT B-O 
tree OT B-O 
node OT B-O 
, OT B-O 
the OT B-O 
terms OT B-O 
above OT B-O 
the OT B-O 
line OT B-O 
arepart OT B-O 
of OT B-O 
the OT B-O 
CATiB AN B-AN 
annotations OT B-O 
: OT B-O 
the OT B-O 
word OT B-O 
, OT B-O 
POS AN B-AN 
( OT B-O 
VRB AN B-AN 
= OT B-O 
verb LF B-LF 
, OT B-O 
PRT AN B-AN 
= OT B-O 
particle LF I-LF 
, OT B-O 
PROP AN B-AN 
= OT B-O 
proper LF B-LF 
noun OT B-O 
, OT B-O 
NOM AN B-AN 
= OT B-O 
nominal LF I-LF 
) LF I-LF 
and LF I-LF 
relation OT B-O 
( OT B-O 
MOD AN B-AN 
= OT B-O 
modifier LF B-LF 
, OT B-O 
SBJ AN B-AN 
= OT B-O 
subject LF B-LF 
, OT B-O 
OBJ AN B-AN 
= OT B-O 
object LF B-LF 
) LF I-LF 
. OT B-O 
The OT B-O 
terms OT B-O 
under OT B-O 
the OT B-O 
line OT B-O 
are OT B-O 
the OT B-O 
Buckwalter OT B-O 
POS AN I-AN 
tag OT B-O 
, OT B-O 
thelemma OT B-O 
and LF I-LF 
the OT B-O 
gloss OT B-O 
, OT B-O 
respectively OT B-O 
. OT B-O 

Hidden OT B-O 
topic OT B-O 
markov OT B-O 
models OT B-O 
. OT B-O 
In LF B-LF 
Artificial LF I-LF 
Intelligence LF I-LF 
and LF I-LF 
Statistics LF I-LF 
( OT B-O 
AISTATS AN B-AN 
) OT B-O 
, OT B-O 
San OT B-O 
Juan OT B-O 
, OT B-O 
Puerto OT B-O 
Rico OT B-O 
. OT B-O 

Conventional OT B-O 
machine OT B-O 
learning OT B-O 
techniques OT B-O 
, OT B-O 
such OT B-O 
as OT B-O 
Hidden OT B-O 
Markov LF B-LF 
Model LF I-LF 
( OT B-O 
HMM OT B-O 
) AN B-AN 
and OT B-O 
Maximum OT B-O 
Entropy LF B-LF 
Model LF I-LF 
( OT B-O 
ME OT B-O 
) AN I-AN 
, OT B-O 
normally OT B-O 
require OT B-O 
a LF I-LF 
careful OT B-O 

Using OT B-O 
a LF B-LF 
statistical OT B-O 
model OT B-O 
called OT B-O 
prediction OT B-O 
by LF I-LF 
partial LF I-LF 
matching LF I-LF 
( OT B-O 
PPM OT B-O 
) AN B-AN 
, OT B-O 
Teahan OT B-O 
et OT B-O 
al LF I-LF 
( OT B-O 
2000 OT B-O 
) AN I-AN 
reported OT B-O 
a LF I-LF 
significantly OT B-O 
better OT B-O 
result OT B-O 
. OT B-O 

There OT B-O 
are OT B-O 
four OT B-O 
basic OT B-O 
phrases OT B-O 
in LF B-LF 
Korean OT B-O 
: OT B-O 
noun LF B-LF 
phrase LF B-LF 
( OT B-O 
NP AN B-AN 
) OT B-O 
, OT B-O 
verb LF I-LF 
phrase LF I-LF 
( OT B-O 
VP AN B-AN 
) OT B-O 
, OT B-O 
adverb LF I-LF 
phrase LF I-LF 
( OT B-O 
ADVP AN I-AN 
) OT B-O 
, OT B-O 
and OT B-O 
independent LF I-LF 
phrase LF I-LF 
( OT B-O 
IP AN B-AN 
) OT B-O 
. OT B-O 
Thus OT B-O 
, OT B-O 
chunking OT B-O 
by OT B-O 
rules OT B-O 
is OT B-O 

Natural LF B-LF 
Language LF I-LF 
Generation LF I-LF 
( OT B-O 
NLG AN B-AN 
) OT B-O 
. OT B-O 
For OT B-O 
example OT B-O 
, OT B-O 
STOP OT B-O 
is OT B-O 
a LF I-LF 
Natural LF I-LF 
Language LF I-LF 
Generation LF I-LF 
( OT B-O 
NLG AN I-AN 
) OT B-O 
system OT B-O 
that OT B-O 
generates OT B-O 
tailored OT B-O 
smoking OT B-O 
cessation OT B-O 
let- OT B-O 

matic OT B-O 
and OT B-O 
paradigmatic OT B-O 
associations OT B-O 
on OT B-O 
the OT B-O 
results OT B-O 
of OT B-O 
the OT B-O 
clustering OT B-O 
step OT B-O 
. OT B-O 
We OT B-O 
conduct OT B-O 
two OT B-O 
experiments OT B-O 
on OT B-O 
SemEval-2012 OT B-O 
task OT B-O 
2 OT B-O 
and OT B-O 
Scholastic LF B-LF 
Assessment LF I-LF 
Test LF I-LF 
( OT B-O 
SAT AN B-AN 
) OT B-O 
analogy OT B-O 
quizzes OT B-O 
to OT B-O 
measure OT B-O 
relational OT B-O 
similarity OT B-O 
to OT B-O 
evaluate OT B-O 
our OT B-O 
model OT B-O 
. OT B-O 

Expanding OT B-O 
on OT B-O 
a LF B-LF 
suggestion OT B-O 
of OT B-O 
Nfichieis OT B-O 
( OT B-O 
1982 OT B-O 
) OT B-O 
, OT B-O 
we OT B-O 
classify OT B-O 
verbs OT B-O 
as OT B-O 
subject LF B-LF 
equi LF B-LF 
( OT B-O 
SEqui AN B-AN 
) OT B-O 
, OT B-O 
object LF I-LF 
equi LF I-LF 
( OT B-O 
OEqul AN B-AN 
) OT B-O 
, OT B-O 
sub- LF I-LF 
ject LF I-LF 
raising LF I-LF 
( OT B-O 
SRals AN I-AN 
ing LF I-LF 
) OT B-O 
or OT B-O 
object LF I-LF 
raising LF I-LF 
( OT B-O 
ORuls AN I-AN 
ing LF I-LF 
) OT B-O 

AT AN B-AN 
( OT B-O 
- OT B-O 
+ AN I-AN 
) OT B-O 
Stems OT B-O 
to OT B-O 
which OT B-O 
the OT B-O 
suffixes OT B-O 
+ation OT B-O 
and OT B-O 
+ative OT B-O 
may OT B-O 
attach LF B-LF 
are OT B-O 
marked OT B-O 
as OT B-O 
( OT B-O 
AT AN I-AN 
+ AN I-AN 
) OT B-O 
, OT B-O 
while OT B-O 
those OT B-O 
taking OT B-O 
the OT B-O 
corresponding OT B-O 
forms OT B-O 
+ion OT B-O 
and OT B-O 
+ive OT B-O 
are OT B-O 
( OT B-O 
AT AN I-AN 
- OT B-O 
) OT B-O 
. OT B-O 

3.4 OT B-O 
MAP OT B-O 
Inference OT B-O 
Maximum OT B-O 
a LF B-LF 
posteriori LF I-LF 
( OT B-O 
MAP OT B-O 
) AN B-AN 
inference OT B-O 
seeks OT B-O 
the OT B-O 
solution OT B-O 
to OT B-O 

BBLT OT B-O 
Input OT B-O 
Screen OT B-O 
We OT B-O 
originally OT B-O 
developed OT B-O 
BBLT OT B-O 
for OT B-O 
ourselves OT B-O 
as OT B-O 
machine OT B-O 
translation LF B-LF 
( OT B-O 
MT OT B-O 
) AN B-AN 
developers OT B-O 
and OT B-O 
evaluators OT B-O 
, OT B-O 
to OT B-O 
rapidly OT B-O 
see OT B-O 
the OT B-O 
meanings OT B-O 
of OT B-O 
Arabic OT B-O 
strings OT B-O 

( OT B-O 
2 OT B-O 
) OT B-O 
dobj AN B-AN 
? OT B-O 
det LF B-LF 
: OT B-O 
DT AN I-AN 
NN AN B-AN 
prep LF B-LF 
: OT B-O 
IN OT B-O 
7DT/det=determiner OT B-O 
, OT B-O 
NN=noun OT B-O 
, OT B-O 
IN/prep=preposition OT B-O 
, OT B-O 
dobj=direct OT B-O 
object LF B-LF 

PropBank OT B-O 
defines OT B-O 
core OT B-O 
roles OT B-O 
ARG0 AN B-AN 
through OT B-O 
ARG5 AN B-AN 
, OT B-O 
which OT B-O 
receive OT B-O 
different OT B-O 
interpretations OT B-O 
for OT B-O 
different OT B-O 
predicates OT B-O 
. OT B-O 
Additional OT B-O 
modifier OT B-O 
roles OT B-O 
ARGM- AN B-AN 
* AN I-AN 
include OT B-O 
ARGM-TMP AN I-AN 
( OT B-O 
temporal LF B-LF 
) OT B-O 
and OT B-O 
ARGM-DIR AN I-AN 
( OT B-O 
directional LF B-LF 
) OT B-O 
, OT B-O 
as OT B-O 
shown OT B-O 
in OT B-O 
Figure OT B-O 
2 OT B-O 
( OT B-O 
a LF I-LF 
) OT B-O 
. OT B-O 

1 OT B-O 
( OT B-O 
TICCL LF B-LF 
) OT B-O 
we OT B-O 
gradually OT B-O 
developed OT B-O 
in LF I-LF 
prior OT B-O 
projects OT B-O 
is OT B-O 
now OT B-O 
TICCLops AN I-AN 
( OT B-O 
TICCL LF I-LF 
online LF I-LF 
processing LF I-LF 
system LF I-LF 
) OT B-O 
. OT B-O 
TICCLops AN I-AN 
is OT B-O 
a OT B-O 
fully OT B-O 

3.1.1 OT B-O 
Directed OT B-O 
Acyclic OT B-O 
Graph OT B-O 
The OT B-O 
general OT B-O 
SPRITE OT B-O 
model OT B-O 
can OT B-O 
be OT B-O 
thought OT B-O 
of OT B-O 
as OT B-O 
a LF B-LF 
dense OT B-O 
directed LF I-LF 
acyclic LF I-LF 
graph LF I-LF 
( OT B-O 
DAG AN B-AN 
) OT B-O 
, OT B-O 
where OT B-O 
every OT B-O 
document OT B-O 
or OT B-O 
topic OT B-O 
is OT B-O 
connected OT B-O 
to OT B-O 
every OT B-O 
compo- OT B-O 

ining OT B-O 
both OT B-O 
BLEU AN B-AN 
and OT B-O 
NIST AN B-AN 
scores OT B-O 
? OT B-O 
relationship OT B-O 
to OT B-O 
their OT B-O 
Unlabeled LF B-LF 
Accuracy LF I-LF 
Score LF I-LF 
( OT B-O 
UAS AN B-AN 
) OT B-O 
. OT B-O 

automatique OT B-O 
, OT B-O 
GDR AN B-AN 
I3 OT B-O 
ATALA AN B-AN 
, OT B-O 
Paris OT B-O 
, OT B-O 
November OT B-O 
1999 OT B-O 
. AN B-AN 
Tang OT B-O 
E.K. OT B-O 
, OT B-O 
Natural OT B-O 
languages OT B-O 
Analysis OT B-O 
in LF B-LF 
machine LF I-LF 
translation LF I-LF 
( OT B-O 
MT AN B-AN 
) OT B-O 
based OT B-O 
on LF I-LF 
the OT B-O 
STCG AN B-AN 
, OT B-O 
PhD AN B-AN 
thesis OT B-O 
, OT B-O 
Sains OT B-O 
Malaysia OT B-O 
University OT B-O 
, OT B-O 
Penang OT B-O 
, OT B-O 
March OT B-O 
1994 OT B-O 

~ OT B-O 
= OT B-O 
unrecognized OT B-O 
input OT B-O 
token OT B-O 
. OT B-O 
) AN B-AN 
( LF B-LF 
ABC OT B-O 
) AN I-AN 
= OT B-O 
( LF I-LF 
A LF I-LF 
( LF I-LF 
BC LF I-LF 
) AN I-AN 
) AN I-AN 
= OT B-O 
( LF I-LF 
( LF I-LF 
AB AN I-AN 
) AN I-AN 
C LF I-LF 
) AN I-AN 
. OT B-O 
Tim OT B-O 
singletonbidi- OT B-O 

Here OT B-O 
the OT B-O 
parameters OT B-O 
are OT B-O 
set OT B-O 
using OT B-O 
an OT B-O 
algorithm OT B-O 
whose OT B-O 
uniform OT B-O 
resource LF B-LF 
name LF I-LF 
( LF I-LF 
URN OT B-O 
) AN B-AN 
, AN I-AN 
xyz.edu/algo-1 OT B-O 
, AN I-AN 
is OT B-O 
declared OT B-O 
as OT B-O 
an OT B-O 
attribute OT B-O 
of OT B-O 
the OT B-O 

3.2 OT B-O 
To OT B-O 
resolve OT B-O 
gapping OT B-O 
under OT B-O 
serial OT B-O 
verb LF B-LF 
construction LF I-LF 
Serial LF I-LF 
verb LF I-LF 
construction LF I-LF 
( OT B-O 
SVC AN B-AN 
) OT B-O 
( OT B-O 
Baker OT B-O 
, OT B-O 
1989 OT B-O 
) OT B-O 
is OT B-O 
construction LF I-LF 
in OT B-O 
which OT B-O 
a LF I-LF 
sequence OT B-O 
of OT B-O 
verbs OT B-O 
appears OT B-O 
in OT B-O 

We OT B-O 
also OT B-O 
wanted OT B-O 
to OT B-O 
determine OT B-O 
if OT B-O 
information OT B-O 
about OT B-O 
6http OT B-O 
: OT B-O 
//www.isi.edu/ OT B-O 
? OT B-O 
ravichan/YASMET.html OT B-O 
dialog LF B-LF 
acts LF I-LF 
( OT B-O 
DA AN B-AN 
) OT B-O 
helps OT B-O 
the OT B-O 
ranking OT B-O 
task OT B-O 
. OT B-O 
If OT B-O 
we OT B-O 

2 OT B-O 
Question OT B-O 
Classification LF B-LF 
We OT B-O 
define OT B-O 
Question OT B-O 
Classification LF I-LF 
( OT B-O 
QC OT B-O 
) AN B-AN 
here OT B-O 
to OT B-O 
be OT B-O 
the OT B-O 
task OT B-O 
that OT B-O 
, OT B-O 
given OT B-O 
a LF I-LF 
question OT B-O 
, OT B-O 
maps OT B-O 
it OT B-O 
to OT B-O 
one OT B-O 
of OT B-O 

MTI OT B-O 
. AN B-AN 
The OT B-O 
original OT B-O 
Medical OT B-O 
Text LF B-LF 
Indexer LF I-LF 
( LF I-LF 
MTI OT B-O 
) AN B-AN 
system OT B-O 
, OT B-O 
shown OT B-O 
in OT B-O 
Figure OT B-O 
1 OT B-O 
, OT B-O 
consists OT B-O 
of OT B-O 
an OT B-O 
infra- OT B-O 

nese OT B-O 
kanji OT B-O 
and OT B-O 
words OT B-O 
. OT B-O 
The OT B-O 
currently OT B-O 
available OT B-O 
JWAD LF B-LF 
Version LF I-LF 
1 LF I-LF 
( OT B-O 
JWAD-V1 AN I-AN 
) OT B-O 
consists OT B-O 
of OT B-O 
104,800 OT B-O 
free OT B-O 
word OT B-O 
association OT B-O 
responses OT B-O 
col- OT B-O 

For OT B-O 
attribute OT B-O 
selection OT B-O 
on LF B-LF 
the OT B-O 
composed OT B-O 
vector OT B-O 
, OT B-O 
we OT B-O 
use OT B-O 
two OT B-O 
methods OT B-O 
we OT B-O 
found OT B-O 
to OT B-O 
perform OT B-O 
best OT B-O 
in LF I-LF 
Hartung OT B-O 
and OT B-O 
Frank OT B-O 
( OT B-O 
2010 OT B-O 
) OT B-O 
: OT B-O 
Entropy LF I-LF 
Selection LF I-LF 
( OT B-O 
ESel AN B-AN 
) OT B-O 
and OT B-O 
Most LF I-LF 
Prominent LF I-LF 
Component LF I-LF 
( OT B-O 
MPC AN B-AN 
) OT B-O 
. OT B-O 

we LF B-LF 
used OT B-O 
dialog LF B-LF 
features OT B-O 
derived OT B-O 
from OT B-O 
manual OT B-O 
annotations OT B-O 
? OT B-O 
dialog LF I-LF 
acts LF I-LF 
( OT B-O 
DA AN B-AN 
) OT B-O 
and OT B-O 
overt LF I-LF 
displays LF I-LF 
of LF I-LF 
power LF I-LF 
( OT B-O 
ODP AN B-AN 
) OT B-O 
? OT B-O 

not OT B-O 
enter OT B-O 
into OT B-O 
speech OT B-O 
recognition OT B-O 
. OT B-O 
Tillmann OT B-O 
, OT B-O 
Vogel OT B-O 
, OT B-O 
Ney OT B-O 
, OT B-O 
and OT B-O 
Zubiaga OT B-O 
( OT B-O 
1997 OT B-O 
) OT B-O 
proposes OT B-O 
a LF B-LF 
dynamic LF I-LF 
programming LF I-LF 
( OT B-O 
DP AN B-AN 
) OT B-O 
? OT B-O 
based OT B-O 
search OT B-O 
algorithm OT B-O 
for OT B-O 
statistical OT B-O 
MT AN B-AN 
that OT B-O 
monotonically OT B-O 
translates OT B-O 
the OT B-O 
input OT B-O 
sentence OT B-O 
from OT B-O 
left OT B-O 
to OT B-O 
right OT B-O 
. OT B-O 

All OT B-O 
the OT B-O 
words LF B-LF 
were OT B-O 
categorized OT B-O 
into OT B-O 
three OT B-O 
types OT B-O 
: OT B-O 
Lexicon LF I-LF 
words LF I-LF 
( OT B-O 
LWs AN B-AN 
) OT B-O 
, OT B-O 
Factoid LF I-LF 
words LF I-LF 
( OT B-O 
FTs AN B-AN 
) OT B-O 
, OT B-O 
Named LF B-LF 
Entity LF I-LF 
( OT B-O 
NEs AN B-AN 
) OT B-O 
. OT B-O 
Accordingly OT B-O 
, OT B-O 

task OT B-O 
yet OT B-O 
to OT B-O 
be OT B-O 
tackled OT B-O 
by OT B-O 
TM AN B-AN 
but OT B-O 
identified OT B-O 
as OT B-O 
an LF B-LF 
important OT B-O 
potential OT B-O 
application OT B-O 
for OT B-O 
it OT B-O 
( OT B-O 
Lewin OT B-O 
et OT B-O 
al OT B-O 
2008 OT B-O 
) OT B-O 
: OT B-O 
Cancer LF I-LF 
Risk LF I-LF 
Assessment LF I-LF 
( OT B-O 
CRA AN B-AN 
) OT B-O 
. OT B-O 
Over OT B-O 
the OT B-O 

After OT B-O 
detecting OT B-O 
a LF B-LF 
new OT B-O 
indefinite OT B-O 
description OT B-O 
( AN B-AN 
as OT B-O 
ETA OT B-O 
( AN I-AN 
x AN I-AN 
) AN I-AN 
: OT B-O 
unlversity OT B-O 
( AN I-AN 
x AN I-AN 
) AN I-AN 
) AN I-AN 
ReP OT B-O 
creates OT B-O 
a LF I-LF 
new OT B-O 
`` OT B-O 
referential OT B-O 
object LF I-LF 
' LF I-LF 
'' OT B-O 
( AN I-AN 
RefO OT B-O 
) AN I-AN 
. OT B-O 
During OT B-O 
the OT B-O 
discours6 OT B-O 
( AN I-AN 
after OT B-O 
the OT B-O 

only OT B-O 
from OT B-O 
the OT B-O 
corresponding OT B-O 
source OT B-O 
language OT B-O 
segment OT B-O 
. OT B-O 
We OT B-O 
use OT B-O 
the OT B-O 
Moses OT B-O 
statistical LF B-LF 
MT LF I-LF 
( OT B-O 
SMT AN I-AN 
) OT B-O 
toolkit OT B-O 
( OT B-O 
Koehn OT B-O 
et OT B-O 
al. OT B-O 
, OT B-O 

large OT B-O 
and OT B-O 
is OT B-O 
often OT B-O 
simplified OT B-O 
. OT B-O 
Because OT B-O 
we OT B-O 
use OT B-O 
belief LF B-LF 
propagation LF I-LF 
( OT B-O 
BP AN B-AN 
) OT B-O 
as OT B-O 
baseline OT B-O 
to OT B-O 
compare OT B-O 
to OT B-O 
, OT B-O 
and OT B-O 
as OT B-O 
a LF I-LF 
subroutine OT B-O 
in OT B-O 
our OT B-O 
pro- OT B-O 

proach OT B-O 
of OT B-O 
( OT B-O 
Liu OT B-O 
et OT B-O 
al OT B-O 
, OT B-O 
2004 OT B-O 
) OT B-O 
, OT B-O 
in OT B-O 
which OT B-O 
IDs OT B-O 
( OT B-O 
category OT B-O 
seeds OT B-O 
) OT B-O 
and OT B-O 
instances OT B-O 
are OT B-O 
represented OT B-O 
by OT B-O 
vectors OT B-O 
in OT B-O 
a LF B-LF 
usual OT B-O 
IR-style OT B-O 
Vector LF I-LF 
Space LF I-LF 
Model LF I-LF 
( OT B-O 
VSM AN B-AN 
) OT B-O 
, OT B-O 
and OT B-O 
similarity OT B-O 
is OT B-O 
measured OT B-O 
by OT B-O 
the OT B-O 
cosine OT B-O 
function OT B-O 
: OT B-O 

The OT B-O 
IBM AN B-AN 
Model OT B-O 
4 OT B-O 
search OT B-O 
space OT B-O 
can OT B-O 
not OT B-O 
be OT B-O 
efficiently OT B-O 
enumerated OT B-O 
; OT B-O 
therefore OT B-O 
it OT B-O 
can OT B-O 
not OT B-O 
be OT B-O 
trained OT B-O 
directly OT B-O 
using OT B-O 
Expectation LF B-LF 
Maximization LF I-LF 
( OT B-O 
EM AN B-AN 
) OT B-O 
. OT B-O 
In OT B-O 
practice OT B-O 
, OT B-O 
a LF I-LF 
sequence OT B-O 

2 OT B-O 
Symmetrical OT B-O 
Tversky OT B-O 
? OT B-O 
s OT B-O 
Ratio OT B-O 
Model OT B-O 
In OT B-O 
the LF B-LF 
field OT B-O 
of OT B-O 
mathematical OT B-O 
psychology OT B-O 
Tversky OT B-O 
proposed OT B-O 
the LF I-LF 
ratio LF I-LF 
model LF I-LF 
( OT B-O 
TRM AN B-AN 
) OT B-O 
( OT B-O 
Tversky OT B-O 
, OT B-O 
1977 OT B-O 
) OT B-O 
motivated OT B-O 
by OT B-O 
the LF I-LF 
imbalance OT B-O 
that OT B-O 
humans OT B-O 
have OT B-O 
on OT B-O 

1 OT B-O 
Introduction OT B-O 
As OT B-O 
they OT B-O 
are OT B-O 
normally OT B-O 
conceived OT B-O 
, OT B-O 
many OT B-O 
tasks OT B-O 
relevant OT B-O 
to OT B-O 
Computational LF B-LF 
Linguistics LF I-LF 
( OT B-O 
CL AN B-AN 
) OT B-O 
, OT B-O 
such OT B-O 
as OT B-O 
text OT B-O 
categorization OT B-O 
, OT B-O 
clustering OT B-O 
, OT B-O 
and OT B-O 
information OT B-O 
retrieval OT B-O 
, OT B-O 
ignore OT B-O 
the OT B-O 
con- OT B-O 

( OT B-O 
Figure OT B-O 
2 OT B-O 
) OT B-O 
. OT B-O 
Argviz OT B-O 
is OT B-O 
a OT B-O 
web-based OT B-O 
application OT B-O 
, OT B-O 
built OT B-O 
using OT B-O 
Google LF B-LF 
Web LF I-LF 
Toolkit LF I-LF 
( OT B-O 
GWT AN B-AN 
) OT B-O 
,4 OT B-O 
which OT B-O 
allows OT B-O 
users OT B-O 
to OT B-O 
visualize OT B-O 
and OT B-O 
manipulate OT B-O 
SITS AN B-AN 
? AN I-AN 
s OT B-O 
outputs OT B-O 
en- OT B-O 

of OT B-O 
the OT B-O 
reparandum OT B-O 
coincides OT B-O 
with OT B-O 
the OT B-O 
termination OT B-O 
of OT B-O 
the OT B-O 
fluent OT B-O 
portion OT B-O 
of OT B-O 
the OT B-O 
utterance OT B-O 
, OT B-O 
which OT B-O 
we OT B-O 
term OT B-O 
the OT B-O 
INTERRUPTION LF B-LF 
SITE LF I-LF 
( OT B-O 
IS AN B-AN 
) OT B-O 
. OT B-O 
The OT B-O 
DISFLUENCY OT B-O 
INTERVAL OT B-O 

pseudo-terms OT B-O 
? OT B-O 
. OT B-O 
We OT B-O 
also OT B-O 
discuss OT B-O 
the OT B-O 
use OT B-O 
of OT B-O 
Hidden LF B-LF 
Markov LF I-LF 
Models LF I-LF 
( OT B-O 
HMMs AN B-AN 
) OT B-O 
to OT B-O 
capture OT B-O 
contextual OT B-O 
information OT B-O 
. OT B-O 

Afterward OT B-O 
we OT B-O 
name OT B-O 
the OT B-O 
TD LF B-LF 
composed OT B-O 
of OT B-O 
words OT B-O 
from OT B-O 
gold OT B-O 
training OT B-O 
set OT B-O 
and OT B-O 
tagged OT B-O 
test OT B-O 
set OT B-O 
and OT B-O 
as OT B-O 
Na LF I-LF 
? LF I-LF 
? LF I-LF 
ve LF I-LF 
TD LF I-LF 
( OT B-O 
NTD AN I-AN 
) OT B-O 
for OT B-O 
its OT B-O 
unbalanced OT B-O 
coverage OT B-O 
in OT B-O 
training OT B-O 
and OT B-O 
test OT B-O 
set OT B-O 
. OT B-O 

819 OT B-O 
location LF B-LF 
( OT B-O 
LO AN B-AN 
) OT B-O 
of OT B-O 
the OT B-O 
incident OT B-O 
( OT B-O 
e.g OT B-O 
. OT B-O 
airport OT B-O 
name OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
the OT B-O 
country LF B-LF 
( OT B-O 
CO AN B-AN 
) OT B-O 
where OT B-O 
the OT B-O 
incident OT B-O 
occurred OT B-O 
. OT B-O 

~ OT B-O 
I OT B-O 
n LF B-LF 
recent OT B-O 
years OT B-O 
the OT B-O 
prob OT B-O 
lem OT B-O 
o OT B-O 
f OT B-O 
man OT B-O 
'mach OT B-O 
ine OT B-O 
communicat OT B-O 
ion OT B-O 
by OT B-O 
means OT B-O 
o OT B-O 
f OT B-O 
natura LF I-LF 
l LF I-LF 
language LF I-LF 
( OT B-O 
NL AN B-AN 
) OT B-O 
i OT B-O 
s OT B-O 
becoming OT B-O 
a LF I-LF 
pract OT B-O 
i OT B-O 
ca OT B-O 
l LF I-LF 
one OT B-O 
. OT B-O 
And OT B-O 
the OT B-O 

phrase LF B-LF 
structure LF I-LF 
grammar LF I-LF 
( OT B-O 
PSG AN B-AN 
) OT B-O 
as LF I-LF 
thc OT B-O 
tagging OT B-O 
formalisms OT B-O 
( OT B-O 
Lecch OT B-O 
& OT B-O 
Garside OT B-O 
1991 OT B-O 
) OT B-O 
, OT B-O 
and OT B-O 
some OT B-O 
adopt OT B-O 
dependency LF B-LF 
grammar LF I-LF 
( OT B-O 
DG AN B-AN 
) OT B-O 
1993 OT B-O 
, OT B-O 
Komatsu OT B-O 
, OT B-O 
Jin OT B-O 
, OT B-O 
& OT B-O 
Yasuhara OT B-O 
, OT B-O 
1993 OT B-O 
) OT B-O 
. OT B-O 

ian.fletcher OT B-O 
, OT B-O 
peter.maguire OT B-O 
@ OT B-O 
cs.man.ac.uk OT B-O 
Abstract OT B-O 
Dialogue LF B-LF 
Acts LF I-LF 
( OT B-O 
DAs AN B-AN 
) OT B-O 
which OT B-O 
explicitly OT B-O 
ensure OT B-O 
mutual OT B-O 
understanding OT B-O 
are OT B-O 
frequent OT B-O 

Instead OT B-O 
of OT B-O 
using OT B-O 
graph-based OT B-O 
consensus OT B-O 
confidence OT B-O 
as OT B-O 
features OT B-O 
in OT B-O 
the OT B-O 
log-linear OT B-O 
model OT B-O 
, OT B-O 
we OT B-O 
perform OT B-O 
structured LF B-LF 
label LF I-LF 
propagation LF I-LF 
( OT B-O 
Struct-LP AN B-AN 
) OT B-O 
to OT B-O 
re-rank OT B-O 
the OT B-O 
n-best OT B-O 
list OT B-O 
directly OT B-O 
, OT B-O 
and OT B-O 
the OT B-O 
similarity OT B-O 

1 OT B-O 
In OT B-O 
t LF B-LF 
roduct OT B-O 
ion OT B-O 
Finding OT B-O 
base OT B-O 
noun OT B-O 
phrases OT B-O 
is OT B-O 
a LF I-LF 
sensible OT B-O 
first OT B-O 
step OT B-O 
for OT B-O 
many OT B-O 
natural LF I-LF 
anguage LF I-LF 
processing LF I-LF 
( OT B-O 
NLP AN B-AN 
) OT B-O 
tasks OT B-O 
: OT B-O 
Accurate OT B-O 
identification OT B-O 
of OT B-O 
base OT B-O 
noun OT B-O 
phrases OT B-O 
is OT B-O 
ar- OT B-O 

The OT B-O 
paper OT B-O 
first OT B-O 
provides OT B-O 
a LF B-LF 
brief OT B-O 
overview OT B-O 
of OT B-O 
Lexical OT B-O 
Functional OT B-O 
Grammar OT B-O 
, OT B-O 
and OT B-O 
the OT B-O 
Penn OT B-O 
Arabic LF I-LF 
Treebank LF I-LF 
( OT B-O 
ATB AN B-AN 
) OT B-O 
. OT B-O 
The OT B-O 
next OT B-O 
section OT B-O 
presents OT B-O 

0.467 OT B-O 
( OT B-O 
+126 OT B-O 
% OT B-O 
) OT B-O 
? OT B-O 
Total LF B-LF 
Document LF I-LF 
Reciprocal LF I-LF 
Rank LF I-LF 
( OT B-O 
TDRR AN B-AN 
) OT B-O 
PubMed OT B-O 
0.495 OT B-O 
0.137 OT B-O 
0.038 OT B-O 
0.331 OT B-O 

before OT B-O 
the OT B-O 
start OT B-O 
of OT B-O 
the OT B-O 
current OT B-O 
utterance OT B-O 
. OT B-O 
Overlapping LF B-LF 
label LF I-LF 
( OT B-O 
OL AN B-AN 
) OT B-O 
an OT B-O 
utterance OT B-O 
on OT B-O 
another OT B-O 
channel OT B-O 
with OT B-O 
a LF I-LF 
particular OT B-O 
DA AN B-AN 
tag OT B-O 
overlaps OT B-O 
the OT B-O 

The OT B-O 
most OT B-O 
common OT B-O 
and OT B-O 
obvious OT B-O 
way OT B-O 
to OT B-O 
deal OT B-O 
with OT B-O 
disjunctive LF B-LF 
constraints OT B-O 
i LF I-LF 
to OT B-O 
expand OT B-O 
the OT B-O 
grammat- OT B-O 
ical OT B-O 
description OT B-O 
to OT B-O 
disjunctive LF I-LF 
normal LF I-LF 
form LF I-LF 
( OT B-O 
DNF AN B-AN 
) OT B-O 
during OT B-O 
a LF I-LF 
pre-processing OT B-O 
step OT B-O 
, OT B-O 
thereby OT B-O 
eliminating OT B-O 
disjunction OT B-O 
from OT B-O 
the OT B-O 

? OT B-O 
System OT B-O 
integration OT B-O 
, OT B-O 
through OT B-O 
